ticket_id,created_at,created_by,email,location,department,category,priority,description,resolution_time_hours,resolved_at,resolution_notes,satisfaction_score
HBIT-11032,2025-07-02 18:35:57.159424,Augusta Kobelt,augusta.kobelt@hugoboss.com,Filderstadt Logistics Hub,E-Commerce,Performance,Medium,Extreme lag in Optitex when opening large design files,15.978386048763348,2025-07-03 10:34:39.349200,"Optimized GPU settings, cleared cache",5
HBIT-11033,2025-08-05 18:05:56.470615,Sigurd Reuter,sigurd.reuter@hugoboss.com,Metzingen Headquarters,E-Commerce,Performance,High,Extreme lag in Photoshop when opening large design files,6.714848344173083,2025-08-06 00:48:49.924654,"Optimized GPU settings, cleared cache",5
HBIT-11034,2025-07-13 11:06:09.579986,Oxana Löffler,oxana.löffler@hugoboss.com,Metzingen Headquarters,Retail Operations,Communication,High,Outlook not syncing - missing emails from retail stores,1.7408174988138037,2025-07-13 12:50:36.522982,"Recreated Outlook profile, fixed autodiscover",5
HBIT-11035,2025-06-13 16:54:53.025619,Thekla Gute,thekla.gute@hugoboss.com,Metzingen Headquarters,Marketing,Retail Systems,Critical,POS terminal POS-001 offline - customers waiting,0.25,2025-06-13 17:02:57.083683,"Rebooted terminal, restored network connectivity",5
HBIT-11036,2025-06-14 06:22:12.887239,Univ.Prof. Annika Striebitz MBA.,univ.prof..annika.striebitz.mba.@hugoboss.com,Metzingen Headquarters,Creative Design,Communication,Medium,Outlook not syncing - missing emails from suppliers,16.363725039707624,2025-06-14 22:44:02.297382,"Recreated Outlook profile, fixed autodiscover",5
HBIT-11037,2025-07-13 06:15:02.495106,Bernhard Sorgatz,bernhard.sorgatz@hugoboss.com,Berlin Kurfürstendamm Store,Visual Merchandising,Performance,Medium,Extreme lag in Optitex when opening large design files,2.0412032117304406,2025-07-13 08:17:30.826668,"Optimized GPU settings, cleared cache",3
HBIT-11038,2025-08-26 19:00:20.428509,Ellinor Förster B.A.,ellinor.förster.b.a.@hugoboss.com,Munich Flagship Store,Marketing,Retail Systems,Critical,POS terminal POS-002 offline - customers waiting,0.368311584469639,2025-08-26 19:22:26.350213,"Rebooted terminal, restored network connectivity",5
HBIT-11039,2025-08-07 09:30:05.117927,Sandro Grein Groth,sandro.grein.groth@hugoboss.com,Hamburg Neuer Wall Store,Supply Chain,VDI,High,VDI session frozen while working on CLO 3D,0.31015547597155896,2025-08-07 09:48:41.677640,Increased VDI memory allocation from 8GB to 16GB,4
HBIT-11040,2025-07-27 10:26:07.303462,Cäcilie Möchlichen,cäcilie.möchlichen@hugoboss.com,Hamburg Neuer Wall Store,Product Development,ERP,Critical,Cannot access SAP Fashion Management - Error RFC_ERROR_SYSTEM_FAILURE,0.9098419461054719,2025-07-27 11:20:42.734468,"Restarted SAP connector service, cleared user buffer",4
HBIT-11041,2025-08-28 07:45:35.422654,Ing. Claus-Dieter Trubin,ing..claus-dieter.trubin@hugoboss.com,Metzingen Headquarters,Supply Chain,VDI,High,VDI session frozen while working on Adobe Illustrator,0.8375881387304212,2025-08-28 08:35:50.739953,Increased VDI memory allocation from 8GB to 16GB,4
HBIT-11042,2025-06-17 15:10:02.614112,Herr Benjamin Briemer MBA.,herr.benjamin.briemer.mba.@hugoboss.com,Munich Flagship Store,Supply Chain,Performance,Medium,Extreme lag in Kaledo when opening large design files,15.102862963700384,2025-06-18 06:16:12.920781,"Optimized GPU settings, cleared cache",4
HBIT-11043,2025-08-18 03:17:40.063181,Irmhild Döhn,irmhild.döhn@hugoboss.com,Filderstadt Logistics Hub,Supply Chain,ERP,Critical,Cannot access SAP Fashion Management - Error RFC_ERROR_SYSTEM_FAILURE,1.1114168282662618,2025-08-18 04:24:21.163763,"Restarted SAP connector service, cleared user buffer",4
HBIT-11044,2025-06-14 00:50:56.877638,Hans D. Buchholz MBA.,hans.d..buchholz.mba.@hugoboss.com,Frankfurt Office,Supply Chain,ERP,Critical,Cannot access SAP Fashion Management - Error TIME_OUT,0.9444173976154094,2025-06-14 01:47:36.780269,"Restarted SAP connector service, cleared user buffer",4
HBIT-11045,2025-07-06 15:25:44.043296,Dennis Seifert,dennis.seifert@hugoboss.com,Stuttgart Distribution Center,Retail Operations,ERP,Critical,Cannot access SAP Fashion Management - Error RFC_ERROR_SYSTEM_FAILURE,1.1599759979914033,2025-07-06 16:35:19.956889,"Restarted SAP connector service, cleared user buffer",5
HBIT-11046,2025-06-22 01:34:15.711986,Jens-Uwe Eimer B.Eng.,jens-uwe.eimer.b.eng.@hugoboss.com,Filderstadt Logistics Hub,Visual Merchandising,ERP,Critical,Cannot access SAP Fashion Management - Error RFC_ERROR_SYSTEM_FAILURE,1.1908668180533204,2025-06-22 02:45:42.832531,"Restarted SAP connector service, cleared user buffer",4
HBIT-11047,2025-07-17 17:47:11.189139,Antonina Klemt,antonina.klemt@hugoboss.com,Hamburg Neuer Wall Store,Product Development,Performance,High,Extreme lag in InDesign when opening large design files,1.092529298603612,2025-07-17 18:52:44.294614,"Optimized GPU settings, cleared cache",4
HBIT-11048,2025-08-01 19:19:26.762972,Jessika Birnbaum,jessika.birnbaum@hugoboss.com,Stuttgart Distribution Center,Finance,VDI,High,VDI session frozen while working on CLO 3D,0.4708438587792649,2025-08-01 19:47:41.800864,Increased VDI memory allocation from 8GB to 16GB,5
HBIT-11049,2025-06-28 03:03:29.347474,Meike Kruschwitz-Noack,meike.kruschwitz-noack@hugoboss.com,Metzingen Headquarters,Retail Operations,Communication,Medium,Outlook not syncing - missing emails from management,7.368001441717752,2025-06-28 10:25:34.152664,"Recreated Outlook profile, fixed autodiscover",4
HBIT-11050,2025-06-13 06:31:13.183611,Wilhelmine Kaul B.Eng.,wilhelmine.kaul.b.eng.@hugoboss.com,Düsseldorf Showroom,Pattern Making,VDI,High,VDI session frozen while working on Adobe Illustrator,0.4521928487673908,2025-06-13 06:58:21.077867,Increased VDI memory allocation from 8GB to 16GB,5
HBIT-11051,2025-08-17 13:12:38.314836,Giovanna Schlosser,giovanna.schlosser@hugoboss.com,Frankfurt Office,Retail Operations,Performance,High,Extreme lag in Photoshop when opening large design files,1.1680032620489018,2025-08-17 14:22:43.126579,"Optimized GPU settings, cleared cache",5
HBIT-11052,2025-06-21 23:46:18.665239,Benedikt Weinhage-Döring,benedikt.weinhage-döring@hugoboss.com,Metzingen Headquarters,Supply Chain,Communication,Medium,Outlook not syncing - missing emails from retail stores,7.704240520368842,2025-06-22 07:28:33.931112,"Recreated Outlook profile, fixed autodiscover",4
HBIT-11053,2025-07-20 22:31:06.348081,Dipl.-Ing. Gerda Schmidt MBA.,dipl.-ing..gerda.schmidt.mba.@hugoboss.com,Filderstadt Logistics Hub,Retail Operations,Performance,Medium,Extreme lag in InDesign when opening large design files,10.088403076323631,2025-07-21 08:36:24.599156,"Optimized GPU settings, cleared cache",5
HBIT-11054,2025-07-04 00:58:32.680477,Helmar Hornich,helmar.hornich@hugoboss.com,Düsseldorf Showroom,Supply Chain,Retail Systems,Critical,POS terminal POS-002 offline - customers waiting,0.5799275360253484,2025-07-04 01:33:20.419607,"Rebooted terminal, restored network connectivity",5
HBIT-11055,2025-06-13 11:32:00.744113,Giorgio Klemm,giorgio.klemm@hugoboss.com,Metzingen Headquarters,Creative Design,VDI,High,VDI session frozen while working on Browzwear,0.774867794289781,2025-06-13 12:18:30.268172,Increased VDI memory allocation from 8GB to 16GB,5
HBIT-11056,2025-06-21 03:42:46.467611,Immo Döhn,immo.döhn@hugoboss.com,Stuttgart Distribution Center,E-Commerce,ERP,Critical,Cannot access SAP Fashion Management - Error NO_AUTHORIZATION,1.042595799444972,2025-06-21 04:45:19.812489,"Restarted SAP connector service, cleared user buffer",4
HBIT-11057,2025-07-23 21:13:47.471515,Sepp Vogt B.Sc.,sepp.vogt.b.sc.@hugoboss.com,Munich Flagship Store,E-Commerce,ERP,Critical,Cannot access SAP Fashion Management - Error TIME_OUT,0.6854830949197761,2025-07-23 21:54:55.210657,"Restarted SAP connector service, cleared user buffer",4
HBIT-11058,2025-09-04 17:27:53.945686,Simone Lorch,simone.lorch@hugoboss.com,Düsseldorf Showroom,E-Commerce,VDI,High,VDI session frozen while working on Adobe Illustrator,1.7101131355389865,2025-09-04 19:10:30.352974,Increased VDI memory allocation from 8GB to 16GB,5
HBIT-11059,2025-06-23 00:30:46.144744,Reinhart Dippel,reinhart.dippel@hugoboss.com,Berlin Kurfürstendamm Store,Pattern Making,Performance,Medium,Extreme lag in InDesign when opening large design files,9.976103939739467,2025-06-23 10:29:20.118927,"Optimized GPU settings, cleared cache",4
HBIT-11060,2025-06-25 01:47:43.817408,Univ.Prof. Ellinor Rörricht,univ.prof..ellinor.rörricht@hugoboss.com,Frankfurt Office,Supply Chain,VDI,High,VDI session frozen while working on PLM System,0.8252846732420702,2025-06-25 02:37:14.842232,Increased VDI memory allocation from 8GB to 16GB,5
HBIT-11061,2025-06-20 13:30:29.631768,Rosi Mosemann B.A.,rosi.mosemann.b.a.@hugoboss.com,Filderstadt Logistics Hub,Product Development,Performance,High,Extreme lag in Kaledo when opening large design files,0.5912807348667647,2025-06-20 14:05:58.242414,"Optimized GPU settings, cleared cache",4
HBIT-11062,2025-08-02 01:53:14.902487,Ottilie Geißler,ottilie.geißler@hugoboss.com,Munich Flagship Store,Product Development,Performance,Medium,Extreme lag in InDesign when opening large design files,2.8177686322041304,2025-08-02 04:42:18.869563,"Optimized GPU settings, cleared cache",4
HBIT-11063,2025-07-01 05:38:20.293248,Dragan Rosenow,dragan.rosenow@hugoboss.com,Stuttgart Distribution Center,Retail Operations,Communication,Medium,Outlook not syncing - missing emails from retail stores,7.7313238858008475,2025-07-01 13:22:13.059237,"Recreated Outlook profile, fixed autodiscover",4
HBIT-11064,2025-08-17 04:43:21.714127,Univ.Prof. Carolina Bachmann B.Sc.,univ.prof..carolina.bachmann.b.sc.@hugoboss.com,Berlin Kurfürstendamm Store,Supply Chain,Communication,Medium,Outlook not syncing - missing emails from customers,6.651102503773764,2025-08-17 11:22:25.683141,"Recreated Outlook profile, fixed autodiscover",4
HBIT-11065,2025-07-01 10:19:24.315360,Josef Jungfer,josef.jungfer@hugoboss.com,Frankfurt Office,Retail Operations,Performance,Medium,Extreme lag in Kaledo when opening large design files,3.1732018307335395,2025-07-01 13:29:47.841951,"Optimized GPU settings, cleared cache",4
HBIT-11066,2025-06-13 10:06:04.603212,Riza Steuer MBA.,riza.steuer.mba.@hugoboss.com,Hamburg Neuer Wall Store,Visual Merchandising,Communication,Medium,Outlook not syncing - missing emails from suppliers,5.137750111729345,2025-06-13 15:14:20.503614,"Recreated Outlook profile, fixed autodiscover",5
HBIT-11067,2025-06-16 01:40:08.806650,Alla Juncken,alla.juncken@hugoboss.com,Hamburg Neuer Wall Store,Marketing,Communication,Medium,Outlook not syncing - missing emails from retail stores,5.420113120292334,2025-06-16 07:05:21.213883,"Recreated Outlook profile, fixed autodiscover",4
HBIT-11068,2025-08-27 23:46:03.223158,Michaele Beckmann B.Eng.,michaele.beckmann.b.eng.@hugoboss.com,Metzingen Headquarters,E-Commerce,VDI,High,VDI session frozen while working on Browzwear,0.9612058356868712,2025-08-28 00:43:43.564166,Increased VDI memory allocation from 8GB to 16GB,4
HBIT-11069,2025-06-13 22:37:45.528260,Veronika van der Dussen,veronika.van.der.dussen@hugoboss.com,Düsseldorf Showroom,Retail Operations,Communication,Medium,Outlook not syncing - missing emails from suppliers,4.031760904320264,2025-06-14 02:39:39.867516,"Recreated Outlook profile, fixed autodiscover",5
HBIT-11070,2025-06-19 11:26:42.920511,Marten Höfig MBA.,marten.höfig.mba.@hugoboss.com,Munich Flagship Store,Supply Chain,Performance,High,Extreme lag in Optitex when opening large design files,7.4033603329304265,2025-06-19 18:50:55.017710,"Optimized GPU settings, cleared cache",5
HBIT-11071,2025-06-13 05:38:36.933092,Martina Bender-Junitz,martina.bender-junitz@hugoboss.com,Filderstadt Logistics Hub,Pattern Making,Retail Systems,Critical,POS terminal POS-001 offline - customers waiting,1.2638481873957554,2025-06-13 06:54:26.786567,"Rebooted terminal, restored network connectivity",4
HBIT-11072,2025-07-26 06:52:15.036794,Vladimir Riehl,vladimir.riehl@hugoboss.com,Metzingen Headquarters,Marketing,VDI,High,VDI session frozen while working on Adobe Illustrator,0.9280975337603014,2025-07-26 07:47:56.187916,Increased VDI memory allocation from 8GB to 16GB,5
HBIT-11073,2025-06-16 16:20:44.476090,Kathleen Johann,kathleen.johann@hugoboss.com,Stuttgart Distribution Center,HR,Communication,High,Outlook not syncing - missing emails from customers,1.3633754559981506,2025-06-16 17:42:32.627732,"Recreated Outlook profile, fixed autodiscover",5
HBIT-11074,2025-06-20 18:31:14.323429,Dr. Gerta Dörschner B.Eng.,dr..gerta.dörschner.b.eng.@hugoboss.com,Berlin Kurfürstendamm Store,Pattern Making,Communication,Medium,Outlook not syncing - missing emails from retail stores,4.261400484887624,2025-06-20 22:46:55.365175,"Recreated Outlook profile, fixed autodiscover",3
HBIT-11075,2025-06-15 04:24:17.289582,Dr. Ansgar Kühnert MBA.,dr..ansgar.kühnert.mba.@hugoboss.com,Berlin Kurfürstendamm Store,Supply Chain,VDI,High,VDI session frozen while working on PLM System,2.34758439619567,2025-06-15 06:45:08.593408,Increased VDI memory allocation from 8GB to 16GB,5
HBIT-11076,2025-08-09 03:20:17.696796,Betti Conradi-Oestrovsky,betti.conradi-oestrovsky@hugoboss.com,Metzingen Headquarters,Marketing,Performance,Medium,Extreme lag in InDesign when opening large design files,2.076480891675182,2025-08-09 05:24:53.028006,"Optimized GPU settings, cleared cache",5
HBIT-11077,2025-09-01 12:37:56.457867,Theodora Bien B.Eng.,theodora.bien.b.eng.@hugoboss.com,Hamburg Neuer Wall Store,Retail Operations,Communication,High,Outlook not syncing - missing emails from management,1.3633378960886453,2025-09-01 13:59:44.474293,"Recreated Outlook profile, fixed autodiscover",4
HBIT-11078,2025-07-15 05:18:11.177062,Attila Scholl,attila.scholl@hugoboss.com,Stuttgart Distribution Center,Retail Operations,ERP,Critical,Cannot access SAP Fashion Management - Error NO_AUTHORIZATION,0.25,2025-07-15 05:30:01.126556,"Restarted SAP connector service, cleared user buffer",5
HBIT-11079,2025-08-12 17:43:56.737030,Dr. Inga Hesse B.Sc.,dr..inga.hesse.b.sc.@hugoboss.com,Hamburg Neuer Wall Store,Finance,Retail Systems,Critical,POS terminal POS-003 offline - customers waiting,2.213041590155977,2025-08-12 19:56:43.686755,"Rebooted terminal, restored network connectivity",5
HBIT-11080,2025-08-28 03:53:34.306367,Bayram Faust MBA.,bayram.faust.mba.@hugoboss.com,Frankfurt Office,HR,Communication,Medium,Outlook not syncing - missing emails from retail stores,7.516672721453205,2025-08-28 11:24:34.328164,"Recreated Outlook profile, fixed autodiscover",5
HBIT-11081,2025-06-14 01:52:50.653961,Blanka Gehringer,blanka.gehringer@hugoboss.com,Düsseldorf Showroom,E-Commerce,Communication,Medium,Outlook not syncing - missing emails from suppliers,4.698803678080559,2025-06-14 06:34:46.347202,"Recreated Outlook profile, fixed autodiscover",4
HBIT-11082,2025-06-24 21:40:35.540190,Erol Pohl MBA.,erol.pohl.mba.@hugoboss.com,Frankfurt Office,Product Development,Performance,Medium,Extreme lag in Optitex when opening large design files,13.591334560408296,2025-06-25 11:16:04.344607,"Optimized GPU settings, cleared cache",4
HBIT-11083,2025-08-26 05:05:07.321239,Frau Maria-Luise Pärtzelt MBA.,frau.maria-luise.pärtzelt.mba.@hugoboss.com,Munich Flagship Store,Pattern Making,Performance,Medium,Extreme lag in Optitex when opening large design files,7.470880060462418,2025-08-26 12:33:22.489457,"Optimized GPU settings, cleared cache",5
HBIT-11084,2025-07-09 11:04:06.415973,Dragica Rogner,dragica.rogner@hugoboss.com,Berlin Kurfürstendamm Store,Retail Operations,ERP,Critical,Cannot access SAP Fashion Management - Error RFC_ERROR_SYSTEM_FAILURE,0.25,2025-07-09 11:07:35.694213,"Restarted SAP connector service, cleared user buffer",4
HBIT-11085,2025-06-16 09:34:08.238795,Waltraud Radisch,waltraud.radisch@hugoboss.com,Hamburg Neuer Wall Store,Creative Design,Communication,Medium,Outlook not syncing - missing emails from customers,6.884171804999765,2025-06-16 16:27:11.257293,"Recreated Outlook profile, fixed autodiscover",4
HBIT-11086,2025-06-14 12:10:15.086294,Traudl Weller,traudl.weller@hugoboss.com,Berlin Kurfürstendamm Store,Creative Design,Performance,High,Extreme lag in Photoshop when opening large design files,4.0177228356108,2025-06-14 16:11:18.888502,"Optimized GPU settings, cleared cache",3
HBIT-11087,2025-08-03 02:40:21.390244,Rolf Junitz-Käster,rolf.junitz-käster@hugoboss.com,Hamburg Neuer Wall Store,Product Development,Communication,Medium,Outlook not syncing - missing emails from suppliers,4.776603837673643,2025-08-03 07:26:57.164060,"Recreated Outlook profile, fixed autodiscover",3
HBIT-11088,2025-06-26 04:54:10.237590,Prof. Cindy Löchel,prof..cindy.löchel@hugoboss.com,Filderstadt Logistics Hub,Visual Merchandising,VDI,High,VDI session frozen while working on PLM System,0.4392084861434403,2025-06-26 05:20:31.388140,Increased VDI memory allocation from 8GB to 16GB,4
HBIT-11089,2025-07-24 03:35:00.431131,Benno Gerlach,benno.gerlach@hugoboss.com,Munich Flagship Store,Supply Chain,VDI,High,VDI session frozen while working on PLM System,1.6525786610902118,2025-07-24 05:14:09.714311,Increased VDI memory allocation from 8GB to 16GB,5
HBIT-11090,2025-07-15 15:10:46.240640,Evelyn Jacobi Jäckel,evelyn.jacobi.jäckel@hugoboss.com,Stuttgart Distribution Center,Marketing,VDI,High,VDI session frozen while working on Browzwear,1.7409619809032626,2025-07-15 16:55:13.703771,Increased VDI memory allocation from 8GB to 16GB,3
HBIT-11091,2025-07-01 01:03:12.193017,Marten Gutknecht B.Eng.,marten.gutknecht.b.eng.@hugoboss.com,Düsseldorf Showroom,Finance,Communication,Medium,Outlook not syncing - missing emails from suppliers,6.775960057797116,2025-07-01 07:49:45.649225,"Recreated Outlook profile, fixed autodiscover",4
HBIT-11092,2025-07-17 14:08:27.034441,Trudi Geisel,trudi.geisel@hugoboss.com,Metzingen Headquarters,Retail Operations,Retail Systems,Critical,POS terminal MOBILE-POS-01 offline - customers waiting,0.25,2025-07-17 14:16:37.806756,"Rebooted terminal, restored network connectivity",5
HBIT-11093,2025-06-14 18:24:10.026714,Anneliese Kambs,anneliese.kambs@hugoboss.com,Frankfurt Office,HR,Communication,High,Outlook not syncing - missing emails from retail stores,2.9051539266221593,2025-06-14 21:18:28.580850,"Recreated Outlook profile, fixed autodiscover",5
HBIT-11094,2025-07-10 11:12:16.715754,Univ.Prof. Kreszenz Ritter B.A.,univ.prof..kreszenz.ritter.b.a.@hugoboss.com,Filderstadt Logistics Hub,Marketing,Performance,High,Extreme lag in Kaledo when opening large design files,0.43312125338908225,2025-07-10 11:38:15.952266,"Optimized GPU settings, cleared cache",4
HBIT-11095,2025-06-13 00:27:21.262255,Klaus Dieter Sorgatz,klaus.dieter.sorgatz@hugoboss.com,Filderstadt Logistics Hub,HR,Retail Systems,Critical,POS terminal POS-001 offline - customers waiting,0.6871874940625357,2025-06-13 01:08:35.137234,"Rebooted terminal, restored network connectivity",4
HBIT-11096,2025-06-17 15:04:04.352357,Dr. Ria Bauer,dr..ria.bauer@hugoboss.com,Metzingen Headquarters,Product Development,Retail Systems,Critical,POS terminal POS-003 offline - customers waiting,0.6766208444713354,2025-06-17 15:44:40.187397,"Rebooted terminal, restored network connectivity",5
HBIT-11097,2025-06-13 00:55:08.058794,Dr. Alexandre Wulff,dr..alexandre.wulff@hugoboss.com,Munich Flagship Store,Visual Merchandising,Performance,Medium,Extreme lag in Kaledo when opening large design files,6.890904918400824,2025-06-13 07:48:35.316500,"Optimized GPU settings, cleared cache",4
HBIT-11098,2025-08-10 23:03:48.375828,Czeslaw Heinrich,czeslaw.heinrich@hugoboss.com,Frankfurt Office,HR,Communication,Medium,Outlook not syncing - missing emails from customers,3.9573797815228455,2025-08-11 03:01:14.943041,"Recreated Outlook profile, fixed autodiscover",4
HBIT-11099,2025-07-02 21:38:58.728037,Hülya Jacob,hülya.jacob@hugoboss.com,Hamburg Neuer Wall Store,Marketing,Retail Systems,Critical,POS terminal MOBILE-POS-01 offline - customers waiting,0.46912258748214714,2025-07-02 22:07:07.569352,"Rebooted terminal, restored network connectivity",4
HBIT-11100,2025-06-25 14:08:07.704795,Edith Trapp,edith.trapp@hugoboss.com,Berlin Kurfürstendamm Store,E-Commerce,ERP,Critical,Cannot access SAP Fashion Management - Error RFC_ERROR_SYSTEM_FAILURE,1.173123915259975,2025-06-25 15:18:30.950890,"Restarted SAP connector service, cleared user buffer",3
HBIT-11101,2025-07-04 01:35:42.583153,Eckhard Beckmann,eckhard.beckmann@hugoboss.com,Metzingen Headquarters,E-Commerce,VDI,High,VDI session frozen while working on Browzwear,2.2286644994730884,2025-07-04 03:49:25.775351,Increased VDI memory allocation from 8GB to 16GB,5
HBIT-11102,2025-06-14 03:37:57.317707,Christl Adler B.Sc.,christl.adler.b.sc.@hugoboss.com,Stuttgart Distribution Center,Supply Chain,ERP,Critical,Cannot access SAP Fashion Management - Error RFC_ERROR_SYSTEM_FAILURE,1.9166380980390776,2025-06-14 05:32:57.214860,"Restarted SAP connector service, cleared user buffer",5
HBIT-11103,2025-06-15 05:45:53.934056,Frank-Michael Junitz,frank-michael.junitz@hugoboss.com,Munich Flagship Store,Visual Merchandising,ERP,Critical,Cannot access SAP Fashion Management - Error NO_AUTHORIZATION,0.7876471835988887,2025-06-15 06:33:09.463917,"Restarted SAP connector service, cleared user buffer",4
HBIT-11104,2025-06-16 12:17:03.329383,Franz-Xaver Eberhardt,franz-xaver.eberhardt@hugoboss.com,Hamburg Neuer Wall Store,Pattern Making,ERP,Critical,Cannot access SAP Fashion Management - Error NO_AUTHORIZATION,1.0479899380597633,2025-06-16 13:19:56.093160,"Restarted SAP connector service, cleared user buffer",3
HBIT-11105,2025-08-21 04:53:04.238862,Birger Süßebier,birger.süßebier@hugoboss.com,Filderstadt Logistics Hub,E-Commerce,Retail Systems,Critical,POS terminal POS-001 offline - customers waiting,0.25,2025-08-21 05:05:07.160360,"Rebooted terminal, restored network connectivity",4
HBIT-11106,2025-07-05 11:54:57.355776,Prof. Bodo Ebert B.Sc.,prof..bodo.ebert.b.sc.@hugoboss.com,Frankfurt Office,Supply Chain,Performance,High,Extreme lag in InDesign when opening large design files,1.50480544077914,2025-07-05 13:25:14.655363,"Optimized GPU settings, cleared cache",4
HBIT-11107,2025-07-02 14:59:47.647746,Linus Hande,linus.hande@hugoboss.com,Filderstadt Logistics Hub,Pattern Making,ERP,Critical,Cannot access SAP Fashion Management - Error NO_AUTHORIZATION,0.8742424282808484,2025-07-02 15:52:14.920488,"Restarted SAP connector service, cleared user buffer",4
HBIT-11108,2025-08-15 12:56:51.868626,Gerfried Stoll,gerfried.stoll@hugoboss.com,Frankfurt Office,E-Commerce,ERP,Critical,Cannot access SAP Fashion Management - Error TIME_OUT,1.755055759188931,2025-08-15 14:42:10.069359,"Restarted SAP connector service, cleared user buffer",4
HBIT-11109,2025-06-26 05:30:14.525996,Claus-Dieter Gutknecht-Jopich,claus-dieter.gutknecht-jopich@hugoboss.com,Hamburg Neuer Wall Store,Visual Merchandising,Communication,Medium,Outlook not syncing - missing emails from customers,7.171850975098516,2025-06-26 12:40:33.189506,"Recreated Outlook profile, fixed autodiscover",4
HBIT-11110,2025-07-31 12:29:42.659363,Univ.Prof. Ottilie Hornig,univ.prof..ottilie.hornig@hugoboss.com,Stuttgart Distribution Center,Pattern Making,Retail Systems,Critical,POS terminal POS-003 offline - customers waiting,0.25,2025-07-31 12:33:55.784990,"Rebooted terminal, restored network connectivity",4
HBIT-11111,2025-08-26 07:42:21.643628,Theres Mitschke,theres.mitschke@hugoboss.com,Filderstadt Logistics Hub,Pattern Making,VDI,High,VDI session frozen while working on Adobe Illustrator,3.152288025495734,2025-08-26 10:51:29.880520,Increased VDI memory allocation from 8GB to 16GB,4
HBIT-11112,2025-06-20 02:51:39.701328,Adrian Haering MBA.,adrian.haering.mba.@hugoboss.com,Metzingen Headquarters,Retail Operations,Retail Systems,Critical,POS terminal POS-001 offline - customers waiting,0.3233988410259495,2025-06-20 03:11:03.937156,"Rebooted terminal, restored network connectivity",4
HBIT-11113,2025-06-13 06:27:05.255421,Anto Renner,anto.renner@hugoboss.com,Hamburg Neuer Wall Store,Marketing,VDI,High,VDI session frozen while working on CLO 3D,0.2771105357916323,2025-06-13 06:43:42.853350,Increased VDI memory allocation from 8GB to 16GB,4
HBIT-11114,2025-09-07 02:09:14.858202,Ekkehart Käster,ekkehart.käster@hugoboss.com,Munich Flagship Store,Finance,Communication,Medium,Outlook not syncing - missing emails from retail stores,12.241794731564834,2025-09-07 14:23:45.319236,"Recreated Outlook profile, fixed autodiscover",4
HBIT-11115,2025-06-13 12:42:27.468956,Katrin Säuberlich,katrin.säuberlich@hugoboss.com,Munich Flagship Store,Finance,Communication,High,Outlook not syncing - missing emails from management,0.5817526073136841,2025-06-13 13:17:21.778342,"Recreated Outlook profile, fixed autodiscover",4
HBIT-11116,2025-06-14 13:43:34.913801,Waltraut Vogt-Girschner,waltraut.vogt-girschner@hugoboss.com,Munich Flagship Store,Creative Design,Communication,High,Outlook not syncing - missing emails from management,1.0637047140953848,2025-06-14 14:47:24.250772,"Recreated Outlook profile, fixed autodiscover",4
HBIT-11117,2025-07-31 22:32:33.935480,Herr Hendrik Hübel,herr.hendrik.hübel@hugoboss.com,Munich Flagship Store,Visual Merchandising,VDI,High,VDI session frozen while working on PLM System,2.7214667769553835,2025-08-01 01:15:51.215877,Increased VDI memory allocation from 8GB to 16GB,4
HBIT-11118,2025-07-27 19:27:02.965354,Prof. Holger Buchholz MBA.,prof..holger.buchholz.mba.@hugoboss.com,Hamburg Neuer Wall Store,Supply Chain,VDI,High,VDI session frozen while working on PLM System,1.9430790249933172,2025-07-27 21:23:38.049844,Increased VDI memory allocation from 8GB to 16GB,5
HBIT-11119,2025-06-13 21:02:10.278660,Dittmar Fliegner,dittmar.fliegner@hugoboss.com,Stuttgart Distribution Center,Marketing,Retail Systems,Critical,POS terminal POS-001 offline - customers waiting,0.37065323742842327,2025-06-13 21:24:24.630315,"Rebooted terminal, restored network connectivity",4
HBIT-11120,2025-08-31 22:11:07.674829,Frau Nadia Mohaupt,frau.nadia.mohaupt@hugoboss.com,Stuttgart Distribution Center,Retail Operations,Performance,Medium,Extreme lag in Photoshop when opening large design files,6.298889235739297,2025-09-01 04:29:03.676078,"Optimized GPU settings, cleared cache",4
HBIT-11121,2025-06-15 10:11:58.941171,Gretchen Oestrovsky B.A.,gretchen.oestrovsky.b.a.@hugoboss.com,Frankfurt Office,Marketing,ERP,Critical,Cannot access SAP Fashion Management - Error RFC_ERROR_SYSTEM_FAILURE,0.9196470999004375,2025-06-15 11:07:09.670731,"Restarted SAP connector service, cleared user buffer",4
HBIT-11122,2025-06-16 04:01:09.175745,Hans-Wolfgang Bruder,hans-wolfgang.bruder@hugoboss.com,Hamburg Neuer Wall Store,Creative Design,Retail Systems,Critical,POS terminal MOBILE-POS-01 offline - customers waiting,0.25,2025-06-16 04:02:54.079512,"Rebooted terminal, restored network connectivity",5
HBIT-11123,2025-08-17 14:25:15.800348,Univ.Prof. Jolanda Söding B.Eng.,univ.prof..jolanda.söding.b.eng.@hugoboss.com,Berlin Kurfürstendamm Store,Supply Chain,ERP,Critical,Cannot access SAP Fashion Management - Error NO_AUTHORIZATION,1.0842556042684977,2025-08-17 15:30:19.120523,"Restarted SAP connector service, cleared user buffer",5
